rxn_name,subsystem,in iRhtoC,in yeastGEM_hvd,gpr,bounds,stoichiometry
XTSNt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
XYLTt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YDL245C or YLL043W', 'iRhtoC': 'rt8486'}",,
ZYMSTt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'YIL013C or YOR011W', 'iRhtoC': ''}",,
KYNAT2_c,Tryptophan metabolism,1,1,"{'GSM_iSace1144_rba': 'YJL060W', 'iRhtoC': 'rt0172 or rt4039'}",,
QUILSYN_c,Tryptophan metabolism,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ALCD2i2_c,Pyruvate metabolism,1,1,"{'GSM_iSace1144_rba': 'YBR145W or YOL086C', 'iRhtoC': 'rt0733 or rt3939 or rt7110 or rt8149 or rt7070'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
ALDD2x_c,Pyruvate metabolism,1,1,"{'GSM_iSace1144_rba': 'YMR170C or YMR169C', 'iRhtoC': 'rt2756'}",,
COAt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
SBP_c,Pentose phosphate pathway,1,1,"{'GSM_iSace1144_rba': 'YKR043C', 'iRhtoC': 'rt4269'}",,
Ht_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ICDHyi_m,Citric acid cycle,1,1,"{'GSM_iSace1144_rba': 'YDL066W', 'iRhtoC': 'rt2761'}",,
AKGMALta_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YOR222W or YPL134C', 'iRhtoC': 'rt2267'}",,
EAR40y_m,Fatty acid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YBR026C', 'iRhtoC': 'rt3469'}",,
EAR60y_m,Fatty acid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YBR026C', 'iRhtoC': 'rt3469'}",,
EAR80y_m,Fatty acid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YBR026C', 'iRhtoC': 'rt3469'}",,
3OACE200_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YCR034W or YLR372W', 'iRhtoC': 'rt8287 or rt2975'}",,
3OACE220_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YCR034W or YLR372W', 'iRhtoC': 'rt8287 or rt2975'}",,
3OACE240_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YCR034W or YLR372W', 'iRhtoC': 'rt8287 or rt2975'}",,
3OACE260_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YLR372W', 'iRhtoC': 'rt8287 or rt2975'}",,
3OACR200_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YBR159W', 'iRhtoC': 'rt8327'}",,"{'GSM_iSace1144_rba': '3oiccoa_rm + h_rm + nadph_rm --> 3hicoscoa_rm + nadp_rm', 'iRhtoC': '3oiccoa_rm + 5.0 h_rm + nadph_rm --> 3hicoscoa_rm + nadp_rm'}"
3OACR220_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YBR159W', 'iRhtoC': 'rt8327'}",,
3OACR240_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YBR159W', 'iRhtoC': 'rt8327'}",,
3OACR260_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YBR159W', 'iRhtoC': 'rt8327'}",,
3HACD200_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YJL097W', 'iRhtoC': 'rt2309'}",,
3HACD220_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YJL097W', 'iRhtoC': 'rt2309'}",,
3HACD240_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YJL097W', 'iRhtoC': 'rt2309'}",,
3HACD260_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YJL097W', 'iRhtoC': 'rt2309'}",,"{'GSM_iSace1144_rba': '3hhxccoa__R_rm <=> h2o_rm + hxc2coa_rm', 'iRhtoC': '3hhxccoa__R_rm + h_rm <=> h2o_rm + hxc2coa_rm'}"
ECOAR200_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YDL015C', 'iRhtoC': 'rt7873'}",,"{'GSM_iSace1144_rba': 'h_rm + ic2coa_rm + nadph_rm --> icoscoa_rm + nadp_rm', 'iRhtoC': 'ic2coa_rm + nadph_rm --> 3.0 h_rm + icoscoa_rm + nadp_rm'}"
ECOAR220_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YDL015C', 'iRhtoC': 'rt7873'}",,
ECOAR240_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YDL015C', 'iRhtoC': 'rt7873'}",,
ECOAR260_rm,Fatty acid elongation,1,1,"{'GSM_iSace1144_rba': 'YDL015C', 'iRhtoC': 'rt7873'}",,"{'GSM_iSace1144_rba': 'h_rm + hxc2coa_rm + nadph_rm --> hxccoa_rm + nadp_rm', 'iRhtoC': '4.0 h_rm + hxc2coa_rm + nadph_rm --> hxccoa_rm + nadp_rm'}"
ACOADS160_rm,Biosynthesis of unsaturated fatty acids,1,1,"{'GSM_iSace1144_rba': 'YGL055W', 'iRhtoC': 'rt1362'}",,
ACOADS180_rm,Biosynthesis of unsaturated fatty acids,1,1,"{'GSM_iSace1144_rba': 'YGL055W', 'iRhtoC': 'rt1362'}",,
OCTAt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': 'rt1544 and rt2799'}",,
DCAt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': 'rt1544 and rt2799'}",,
DDCAt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': 'rt1544 and rt2799'}",,
BUTt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YNL065W', 'iRhtoC': ''}",,
HXAt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YNL065W', 'iRhtoC': ''}",,
OCDCEAt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': 'rt1544 and rt2799'}",,
FACOAL120_rm,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL140_rm,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YMR246W or YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL160_rm,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YMR246W or YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL161_rm,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YMR246W or YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL180_rm,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YMR246W or YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL181_rm,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YMR246W or YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL120_l,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL140_l,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YMR246W or YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL160_l,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YMR246W or YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL161_l,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YMR246W or YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL180_l,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YMR246W or YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL181_l,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YMR246W or YOR317W', 'iRhtoC': 'rt2799'}",,
FACOAL161_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YER015W', 'iRhtoC': 'rt4187 or rt7761'}",,
FACOAL180_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YER015W', 'iRhtoC': 'rt4187 or rt7761'}",,
FACOAL181_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YER015W', 'iRhtoC': 'rt4187 or rt7761'}",,
FACOAL200_en,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL009W', 'iRhtoC': 'rt7380'}",,
FACOAL220_en,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL009W', 'iRhtoC': 'rt7380'}",,
FACOAL240_en,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL009W', 'iRhtoC': 'rt7380'}",,
FACOAL260_en,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL009W', 'iRhtoC': 'rt7380'}",,"{'GSM_iSace1144_rba': 'atp_en + coa_en + hxca_en --> amp_en + hxccoa_en + ppi_en', 'iRhtoC': 'atp_en + coa_en + 4.0 h_en + hxca_en --> amp_en + hxccoa_en + ppi_en'}"
FACOAL220_l,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YBR041W', 'iRhtoC': 'rt1544'}",,
FACOAL240_l,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YBR041W', 'iRhtoC': 'rt1544'}",,
FACOAL260_l,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YBR041W', 'iRhtoC': 'rt1544'}",,"{'GSM_iSace1144_rba': 'atp_l + coa_l + hxca_l --> amp_l + hxccoa_l + ppi_l', 'iRhtoC': 'atp_l + coa_l + 4.0 h_l + hxca_l --> amp_l + hxccoa_l + ppi_l'}"
FACOA120tabc_x,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL188C and YPL147W', 'iRhtoC': 'rt4799 and rt1269'}",,
FACOA140tabc_x,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL188C and YPL147W', 'iRhtoC': 'rt4799 and rt1269'}",,
FACOA160tabc_x,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL188C and YPL147W', 'iRhtoC': 'rt4799 and rt1269'}",,
FACOA161tabc_x,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL188C and YPL147W', 'iRhtoC': 'rt4799 and rt1269'}",,
FACOA180tabc_x,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL188C and YPL147W', 'iRhtoC': 'rt4799 and rt1269'}",,
FACOA181tabc_x,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL188C and YPL147W', 'iRhtoC': 'rt4799 and rt1269'}",,
FACOA200tabc_x,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL188C and YPL147W', 'iRhtoC': 'rt4799 and rt1269'}",,
FACOA220tabc_x,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL188C and YPL147W', 'iRhtoC': 'rt4799 and rt1269'}",,
FACOA240tabc_x,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL188C and YPL147W', 'iRhtoC': 'rt4799 and rt1269'}",,
FACOA260tabc_x,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL188C and YPL147W', 'iRhtoC': 'rt4799 and rt1269'}",,
BUTt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HXAt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
FACOAE40_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YJR019C', 'iRhtoC': 'rt7680'}",,
FACOAE60_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YJR019C', 'iRhtoC': 'rt7680'}",,
FACOAE161_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YJR019C', 'iRhtoC': 'rt7680'}",,
FACOAE181_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YJR019C', 'iRhtoC': 'rt7680'}",,
ACOAO40_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
ACOAO60_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
ACOAO80_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
ACOAO200_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}",,"{'GSM_iSace1144_rba': 'icoscoa_x + o2_x --> h2o2_x + ic2coa_x', 'iRhtoC': '4.0 h_x + icoscoa_x + o2_x --> h2o2_x + ic2coa_x'}"
ACOAO220_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}",,
ACOAO240_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}",,
ACOAO161b_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}",,"{'GSM_iSace1144_rba': 'hdcoa_x + o2_x --> h2o2_x + hxd29coa_x', 'iRhtoC': 'hdcoa_x + o2_x --> h2o2_x + 2.0 h_x + hxd29coa_x'}"
ACOAO141b_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}",,
ACOAO121a_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}",,
ACOAO181a_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}",,"{'GSM_iSace1144_rba': 'o2_x + odecoa_x --> h2o2_x + od29coa_x', 'iRhtoC': 'o2_x + odecoa_x --> h2o2_x + 2.0 h_x + od29coa_x'}"
ACOAO161a_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}",,"{'GSM_iSace1144_rba': 'hxd7coa_x + o2_x --> h2o2_x + hxd27coa_x', 'iRhtoC': 'hxd7coa_x + o2_x --> h2o2_x + h_x + hxd27coa_x'}"
ACOAO141a_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YGL205W', 'iRhtoC': 'rt1332 or rt4374 or rt4384'}",,
ECOAH100_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH120_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH140_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH160_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH180_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH260_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,"{'GSM_iSace1144_rba': 'h2o_x + hxc2coa_x --> 3hhxccoa__R_x', 'iRhtoC': 'h2o_x + hxc2coa_x --> 3hhxccoa__R_x + h_x'}"
ECOAH40_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH60_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH80_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH200_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,"{'GSM_iSace1144_rba': 'h2o_x + ic2coa_x --> 3hiccoa_x', 'iRhtoC': 'h2o_x + ic2coa_x --> 3hiccoa_x + 4.0 h_x'}"
ECOAH220_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH240_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,"{'GSM_iSace1144_rba': 'h2o_x + tc2coa_x --> 3htccoa__R_x', 'iRhtoC': 'h2o_x + 4.0 h_x + tc2coa_x --> 3htccoa__R_x'}"
ECOAH161b_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH141b_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH121a_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH181a_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH161c_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
ECOAH141c_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt8147'}",,
HACD100i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,
HACD120i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,
HACD160i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,
HACD180i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,"{'GSM_iSace1144_rba': '3hodcoa_x + nad_x --> 3ohodcoa_x + h_x + nadh_x', 'iRhtoC': '3hodcoa_x + nad_x --> 3ohodcoa_x + nadh_x'}"
HACD260i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,
HACD40i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,
HACD60i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,
HACD80i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,
HACD200i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,
HACD220i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,
HACD240i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,"{'GSM_iSace1144_rba': '3htccoa__R_x + nad_x --> 3otccoa_x + h_x + nadh_x', 'iRhtoC': '3htccoa__R_x + nad_x --> 3otccoa_x + 5.0 h_x + nadh_x'}"
HACD161bi_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,
HACD141bi_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,"{'GSM_iSace1144_rba': '3htd7coa_x + nad_x --> 3otd7coa_x + h_x + nadh_x', 'iRhtoC': '3htd7coa_x + h_x + nad_x --> 3otd7coa_x + nadh_x'}"
HACD121ai_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,"{'GSM_iSace1144_rba': '3hdd5coa_x + nad_x --> 3odd5coa_x + h_x + nadh_x', 'iRhtoC': '3hdd5coa_x + nad_x --> 3odd5coa_x + nadh_x'}"
HACD181ai_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,"{'GSM_iSace1144_rba': '3hod9coa_x + nad_x --> 3ood9coa_x + h_x + nadh_x', 'iRhtoC': '3hod9coa_x + nad_x --> 3ood9coa_x + nadh_x'}"
HACD161ai_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,"{'GSM_iSace1144_rba': '3hhxd7coa_x + nad_x --> 3ohxd7coa_x + h_x + nadh_x', 'iRhtoC': '3hhxd7coa_x + nad_x --> 3ohxd7coa_x + nadh_x'}"
HACD141ai_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YKR009C', 'iRhtoC': 'rt2994 or rt7916'}",,"{'GSM_iSace1144_rba': '3htd5coa_x + nad_x --> 3otd5coa_x + h_x + nadh_x', 'iRhtoC': '3htd5coa_x + nad_x --> 3otd5coa_x + nadh_x'}"
ACACT40i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,
ACACT60i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,
ACACT80i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,
ACACT200i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,
ACACT220i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,
ACACT240i_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,
ACACT161bi_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,
ACACT141bi_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,
ACACT121ai_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,
ACACT181ai_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,"{'GSM_iSace1144_rba': '3ood9coa_x + coa_x --> accoa_x + hxd7coa_x', 'iRhtoC': '3ood9coa_x + coa_x + h_x --> accoa_x + hxd7coa_x'}"
ACACT161ai_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,
ACACT141ai_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YIL160C', 'iRhtoC': 'rt5445 or rt6860 or rt0697'}",,
ECOAI101a_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YLR284C', 'iRhtoC': 'rt1925'}",,"{'GSM_iSace1144_rba': 'dc3coa_x --> dc2coa_x', 'iRhtoC': 'dc3coa_x --> dc2coa_x + h_x'}"
ECOAI122c_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YLR284C', 'iRhtoC': 'rt1925'}",,
ECOAI121b_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YLR284C', 'iRhtoC': 'rt1925'}",,
ECOAI121a_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YLR284C', 'iRhtoC': 'rt1925'}",,"{'GSM_iSace1144_rba': 'dd3coa__Z_x --> dd2coa_x', 'iRhtoC': 'dd3coa__Z_x --> dd2coa_x + h_x'}"
ECOAI142c_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YLR284C', 'iRhtoC': 'rt1925'}",,
ECOAI141a_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YLR284C', 'iRhtoC': 'rt1925'}",,
ECOAR122_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YNL202W', 'iRhtoC': 'rt4860'}",,
ECOAR142_x,Fatty acid degradation,1,1,"{'GSM_iSace1144_rba': 'YNL202W', 'iRhtoC': 'rt4860'}",,
STEHz161_en,Steroid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YLR020C', 'iRhtoC': 'rt5879'}",,
STEHz181_en,Steroid biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YLR020C', 'iRhtoC': 'rt5879'}",,
DDCAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
TTDCAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HDCAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HDCEAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
OCDCAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
OCDCEAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
MALCOAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DDCACOAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
TDCOAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PMTCOAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HDCOAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
STCOAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ODECOAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ICOSCOAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DOCOSCOAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
TTCCOAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HXCCOAt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
